,section,title,date,summary,description
0,mundo,"Elecciones locales, prueba al gobierno británico, rezagado en sondeos","Thu, 07 May 2026 10:41:00 GMT","<p>Los <strong>británicos votan</strong> este jueves en unas <strong>elecciones locales</strong> que supondrán una prueba para el <strong>gobierno laborista</strong> de <strong>Keir Starmer</strong>, cuyo partido tiene a los sondeos en contra, y que podrían impulsar a los <strong>Verdes</strong> y a los antiinmigrantes de <strong>Reform UK</strong>.</p><p>Más de <strong>5.000 cargos</strong> locales saldrán elegidos en <strong>Inglaterra</strong>, de un total de 16.000, además de los diputados de los <strong>parlamentos galés y escocés</strong>.</p><p>En estas elecciones <strong>no se vota</strong> por las alcaldías de ciudades como Londres, aunque sí en los consejos municipales de 32 de sus distritos. La elección del alcalde de la capital está prevista en 2028.</p><div class=""w-full pt-2 float-left inside-related"">    <span class=""border-b border-black pb-3 mb-4 block""><strong>RELACIONADAS</strong></span>                <article class=""flex flex-wrap border-b pb-4 mb-3 inline-block"">                <div class=""xl:w-2/12 w-4/12"">                    <figure class=""mb-0"">                                                    <a href=""https://www.diariolibre.com/mundo/europa/2026/05/06/liderazgo-de-keir-starmer-a-prueba-en-comicios-locales-y-regionales/3524803?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""                                                                                                                            "">                                                                <img alt=""El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido"" class=""object-cover"" height=""99"" src=""https://resources.diariolibre.com/images/2026/05/06/starmer-camina-efe-9751f25ffe5785b97f5fb933e0c45fe636aa9c71w-e09bf37b-focus-min0.09-0.4-149-99.jpg"" title=""El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido"" width=""149"" />                                                            </a>                                            </figure>                </div>                <div class=""xl:w-10/12 w-8/12 pl-3"">                    <div class=""text-md mb-2 meta"">                        <a href=""https://www.diariolibre.com/mundo/europa"" title=""Europa"">Europa</a>                    </div>                    <h2><a href=""https://www.diariolibre.com/mundo/europa/2026/05/06/liderazgo-de-keir-starmer-a-prueba-en-comicios-locales-y-regionales/3524803?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido"">El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido</a></h2>                </div>            </article>        </div><p>Tampoco se elegirá a los máximos responsables de ciudades como Liverpool o Newcastle, ni habrá elecciones en Mánchester o Birmingham, pero sí en sus <strong>áreas metropolitanas</strong> (Greater Manchester y West Midlands, respectivamente).</p><p>En cualquier caso, los comicios representan sobre todo un examen para el gobierno de Starmer, casi en la mitad de su legislatura, tras llegar al poder en julio de 2024, y con la <strong>popularidad a la baja</strong>.</p><p>El <strong>Partido Laborista</strong> tiene dificultades para materializar sus promesas de <strong>crecimiento económico</strong>, en un momento en que el conflicto en Oriente Medio agrava la crisis.</p><p>La impopularidad de Starmer aumentó en los últimos meses por nombrar embajador en Washington a <strong>Peter Mandelson</strong>, pese a sus vínculos con el fallecido delincuente sexual estadounidense Jeffrey Epstein.</p><p>""Todo dependerá de la magnitud de la derrota. Si el resultado se percibe como catastrófico, podría acelerar los planes de algunas figuras dentro del <strong>Partido Laborista</strong> que hace rato están pensando en impulsar un cambio de liderazgo"", explicó, a la AFP, el argentino Ezequiel González Ocantos, profesor de Política en la Universidad de Oxford.</p><h2><strong>""Creciente fragmentación""</strong></h2><p>Los <strong>centros electorales</strong> abrieron a las 07h00 locales (06h00 GMT) y cerrarán a las 22h00 (21h00 GMT).</p><p><strong>Keir Starmer votó</strong> por la mañana en una iglesia del barrio londinense de Westminster, sin hacer declaraciones, pero horas antes había defendido la opción laborista ""frente a la ira y la división que ofrece <strong>Reform UK</strong> o las promesas vacías de los <strong>Verdes</strong>"".</p><p>Por su parte, <strong>Nigel Farage</strong>, líder del partido intiinmigración <strong>Reform UK</strong>, que votó en Clacton-on-Sea (sureste de <strong>Inglaterra</strong>), animó a los británicos a votar por su formación.</p><p>""Somos el <strong>único partido</strong> por el que votar si quieres un <strong>verdadero cambio</strong> en este país que se está deteriorando rápidamente"", señaló Farage en la red social X.</p><p>Para González Ocantos ""lo que es casi seguro es que las <strong>elecciones confirmarán</strong> la <strong>creciente fragmentación</strong> del <strong>sistema político</strong>"".</p><p>""<strong>Reform UK</strong> y los <strong>Verdes</strong> tendrán <strong>resultados históricos</strong>, mermando el poderío local de los <strong>partidos tradicionales</strong> y complicándoles aún más la <strong>estrategia política</strong> a nivel nacional"", añadió.</p><p><strong>Reform UK</strong>, formación de extrema derecha, y los <strong>Verdes</strong>, con un programa claramente orientado a la izquierda, aparecen como alternativa a las dos formaciones históricas, laboristas y conservadores, que llegan desgastadas a la cita electoral.</p><p>Según una encuesta de principios de mayo de la empresa de sondeos YouGov, <strong>Reform UK</strong> tendría un 25% de las <strong>intenciones de voto</strong>, seguido de los Laboristas (18%), los Conservadores (17%), los <strong>Verdes</strong> (15%) y los Liberal Demócratas (14%).</p><p>En las elecciones generales de julio de 2024, en las que Starmer alcanzó el poder y puso fin a 14 años de gobiernos conservadores, los laboristas se impusieron con un 33,7% de los votos. En segundo lugar quedaron los Conservadores (23,7%), seguidos de <strong>Reform UK</strong> (14,3%), los Liberal Demócratas (12,2%) y los <strong>Verdes</strong> (6,4%).</p><h2><strong>Escocia y Gales</strong></h2><p>Las encuestas sugieren que el <strong>Partido Laborista</strong> perderá el control del gobierno autonómico en Gales, por primera vez desde que instauró su propio parlamento hace 27 años. Los sondeos presentan a la formación independentista Plaid Cymru como ganadora, por delante de <strong>Reform UK</strong> y laboristas.</p><p>Y, en <strong>Escocia</strong>, una encuesta reciente de YouGov sobre las elecciones autonómicas de este jueves apunta que el <strong>Partido Nacional Escocés</strong> (SNP) seguiría como primera fuerza, con 62 escaños. <strong>Reform UK</strong> se colocaría como segunda fuerza, superando a los laboristas, los <strong>Verdes</strong> y los conservadores.</p><p>Un <strong>mal resultado</strong> en los <strong>comicios locales</strong> y autonómicos del jueves podría hacer crecer las voces que piden la dimisión de Starmer.</p><p>Los <strong>primeros resultados</strong> se conocerán durante la <strong>madrugada</strong> y a lo largo del <strong>viernes</strong>.</p><p><br /></p>","<p>Los <strong>británicos votan</strong> este jueves en unas <strong>elecciones locales</strong> que supondrán una prueba para el <strong>gobierno laborista</strong> de <strong>Keir Starmer</strong>, cuyo partido tiene a los sondeos en contra, y que podrían impulsar a los <strong>Verdes</strong> y a los antiinmigrantes de <strong>Reform UK</strong>.</p><p>Más de <strong>5.000 cargos</strong> locales saldrán elegidos en <strong>Inglaterra</strong>, de un total de 16.000, además de los diputados de los <strong>parlamentos galés y escocés</strong>.</p><p>En estas elecciones <strong>no se vota</strong> por las alcaldías de ciudades como Londres, aunque sí en los consejos municipales de 32 de sus distritos. La elección del alcalde de la capital está prevista en 2028.</p><div class=""w-full pt-2 float-left inside-related"">    <span class=""border-b border-black pb-3 mb-4 block""><strong>RELACIONADAS</strong></span>                <article class=""flex flex-wrap border-b pb-4 mb-3 inline-block"">                <div class=""xl:w-2/12 w-4/12"">                    <figure class=""mb-0"">                                                    <a href=""https://www.diariolibre.com/mundo/europa/2026/05/06/liderazgo-de-keir-starmer-a-prueba-en-comicios-locales-y-regionales/3524803?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""                                                                                                                            "">                                                                <img alt=""El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido"" class=""object-cover"" height=""99"" src=""https://resources.diariolibre.com/images/2026/05/06/starmer-camina-efe-9751f25ffe5785b97f5fb933e0c45fe636aa9c71w-e09bf37b-focus-min0.09-0.4-149-99.jpg"" title=""El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido"" width=""149"" />                                                            </a>                                            </figure>                </div>                <div class=""xl:w-10/12 w-8/12 pl-3"">                    <div class=""text-md mb-2 meta"">                        <a href=""https://www.diariolibre.com/mundo/europa"" title=""Europa"">Europa</a>                    </div>                    <h2><a href=""https://www.diariolibre.com/mundo/europa/2026/05/06/liderazgo-de-keir-starmer-a-prueba-en-comicios-locales-y-regionales/3524803?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido"">El liderazgo de Starmer a prueba en comicios locales y regionales de mañana en Reino Unido</a></h2>                </div>            </article>        </div><p>Tampoco se elegirá a los máximos responsables de ciudades como Liverpool o Newcastle, ni habrá elecciones en Mánchester o Birmingham, pero sí en sus <strong>áreas metropolitanas</strong> (Greater Manchester y West Midlands, respectivamente).</p><p>En cualquier caso, los comicios representan sobre todo un examen para el gobierno de Starmer, casi en la mitad de su legislatura, tras llegar al poder en julio de 2024, y con la <strong>popularidad a la baja</strong>.</p><p>El <strong>Partido Laborista</strong> tiene dificultades para materializar sus promesas de <strong>crecimiento económico</strong>, en un momento en que el conflicto en Oriente Medio agrava la crisis.</p><p>La impopularidad de Starmer aumentó en los últimos meses por nombrar embajador en Washington a <strong>Peter Mandelson</strong>, pese a sus vínculos con el fallecido delincuente sexual estadounidense Jeffrey Epstein.</p><p>""Todo dependerá de la magnitud de la derrota. Si el resultado se percibe como catastrófico, podría acelerar los planes de algunas figuras dentro del <strong>Partido Laborista</strong> que hace rato están pensando en impulsar un cambio de liderazgo"", explicó, a la AFP, el argentino Ezequiel González Ocantos, profesor de Política en la Universidad de Oxford.</p><h2><strong>""Creciente fragmentación""</strong></h2><p>Los <strong>centros electorales</strong> abrieron a las 07h00 locales (06h00 GMT) y cerrarán a las 22h00 (21h00 GMT).</p><p><strong>Keir Starmer votó</strong> por la mañana en una iglesia del barrio londinense de Westminster, sin hacer declaraciones, pero horas antes había defendido la opción laborista ""frente a la ira y la división que ofrece <strong>Reform UK</strong> o las promesas vacías de los <strong>Verdes</strong>"".</p><p>Por su parte, <strong>Nigel Farage</strong>, líder del partido intiinmigración <strong>Reform UK</strong>, que votó en Clacton-on-Sea (sureste de <strong>Inglaterra</strong>), animó a los británicos a votar por su formación.</p><p>""Somos el <strong>único partido</strong> por el que votar si quieres un <strong>verdadero cambio</strong> en este país que se está deteriorando rápidamente"", señaló Farage en la red social X.</p><p>Para González Ocantos ""lo que es casi seguro es que las <strong>elecciones confirmarán</strong> la <strong>creciente fragmentación</strong> del <strong>sistema político</strong>"".</p><p>""<strong>Reform UK</strong> y los <strong>Verdes</strong> tendrán <strong>resultados históricos</strong>, mermando el poderío local de los <strong>partidos tradicionales</strong> y complicándoles aún más la <strong>estrategia política</strong> a nivel nacional"", añadió.</p><p><strong>Reform UK</strong>, formación de extrema derecha, y los <strong>Verdes</strong>, con un programa claramente orientado a la izquierda, aparecen como alternativa a las dos formaciones históricas, laboristas y conservadores, que llegan desgastadas a la cita electoral.</p><p>Según una encuesta de principios de mayo de la empresa de sondeos YouGov, <strong>Reform UK</strong> tendría un 25% de las <strong>intenciones de voto</strong>, seguido de los Laboristas (18%), los Conservadores (17%), los <strong>Verdes</strong> (15%) y los Liberal Demócratas (14%).</p><p>En las elecciones generales de julio de 2024, en las que Starmer alcanzó el poder y puso fin a 14 años de gobiernos conservadores, los laboristas se impusieron con un 33,7% de los votos. En segundo lugar quedaron los Conservadores (23,7%), seguidos de <strong>Reform UK</strong> (14,3%), los Liberal Demócratas (12,2%) y los <strong>Verdes</strong> (6,4%).</p><h2><strong>Escocia y Gales</strong></h2><p>Las encuestas sugieren que el <strong>Partido Laborista</strong> perderá el control del gobierno autonómico en Gales, por primera vez desde que instauró su propio parlamento hace 27 años. Los sondeos presentan a la formación independentista Plaid Cymru como ganadora, por delante de <strong>Reform UK</strong> y laboristas.</p><p>Y, en <strong>Escocia</strong>, una encuesta reciente de YouGov sobre las elecciones autonómicas de este jueves apunta que el <strong>Partido Nacional Escocés</strong> (SNP) seguiría como primera fuerza, con 62 escaños. <strong>Reform UK</strong> se colocaría como segunda fuerza, superando a los laboristas, los <strong>Verdes</strong> y los conservadores.</p><p>Un <strong>mal resultado</strong> en los <strong>comicios locales</strong> y autonómicos del jueves podría hacer crecer las voces que piden la dimisión de Starmer.</p><p>Los <strong>primeros resultados</strong> se conocerán durante la <strong>madrugada</strong> y a lo largo del <strong>viernes</strong>.</p><p><br /></p>"
1,mundo,María Corina Machado pide liberación de presos políticos iraníes,"Thu, 07 May 2026 10:21:00 GMT","<p>La opositora venezolana <strong>María Corina Machado</strong> <strong>pidió</strong> este jueves la liberación de todos los <strong>presos políticos</strong> en <strong>Irán</strong> y de la <strong>Nobel de la paz</strong> iraní Narges <strong>Mohammadi</strong>, cuya vida pende de un hilo tras empeorar su salud en la cárcel.</p><p>Solidarizándose con otra ganadora del <strong>Nobel de la paz</strong>, <strong>Machado</strong> <strong>denunció</strong> que <strong>Mohammadi</strong> ""está en peligro después de meses sin atención médica adecuada bajo la brutal represión del régimen iraní"".</p><p>""El <strong>mundo libre</strong> <strong>no puede</strong> seguir observando en silencio. Cada día de indiferencia fortalece a quienes encarcelan, torturan y persiguen a los defensores de la libertad y la dignidad humana"", dijo <strong>Machado</strong> en un mensaje en su cuenta de X.</p><ul>    <li>Por ello, <strong>Machado</strong> <strong>pidió</strong> la ""<strong>acción inmediata</strong> de la comunidad internacional, presión real contra el régimen iraní y la liberación de todos los <strong>presos políticos</strong> en <strong>Irán</strong>"".</li></ul><p>""Defender a Narges es defender los valores de la libertad y los <strong>derechos humanos</strong> en todo el mundo"", zanjó.</p><h2>Detención de&nbsp;<strong>Mohammadi</strong></h2><p><strong>Mohammadi</strong>, galardonada con el <strong>Premio Nobel</strong> de la Paz en 2023, fue detenida otra vez en diciembre pasado y condenada a siete años y medio de prisión, en una nueva sentencia contra la activista.</p><p>Esta semana se conoció que la iraní se encuentra ""entre la vida y la muerte"" y precisa de tratamiento médico urgente después de que su estado de salud se haya <strong>degradado </strong>de forma <strong>importante</strong>.</p><p>Condenada a seis años de <strong>prisión </strong>por poner en peligro la seguridad nacional y a otro año y medio por actividades de propaganda, según las autoridades iraníes, <strong>Mohammadi</strong> ha perdido 20 kilos en prisión y tiene dificultades para expresarse, según su abogada, que exigió que sea tratada por un equipo médico competente.&nbsp;</p><div class=""w-full pt-2 float-left inside-related"">    <span class=""border-b border-black pb-3 mb-4 block""><strong>RELACIONADAS</strong></span>                <article class=""flex flex-wrap border-b pb-4 mb-3 inline-block"">                <div class=""xl:w-2/12 w-4/12"">                    <figure class=""mb-0"">                                                    <a href=""https://www.diariolibre.com/mundo/estados-unidos/2026/04/30/donald-trump-maria-corina-machado-dijo-que-no-se-merecia-el-nobel/3519618?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""                                                                                                                            "">                                                                <img alt=""Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó"" class=""object-cover"" height=""99"" src=""https://resources.diariolibre.com/images/2026/04/30/donald-trump-maria-corina-machado-dijo-que-no-se-merecia-el-nobel-6c25aebe-focus-min0.19-0.2-149-99.jpg"" title=""Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó"" width=""149"" />                                                            </a>                                            </figure>                </div>                <div class=""xl:w-10/12 w-8/12 pl-3"">                    <div class=""text-md mb-2 meta"">                        <a href=""https://www.diariolibre.com/mundo/estados-unidos"" title=""Estados Unidos"">Estados Unidos</a>                    </div>                    <h2><a href=""https://www.diariolibre.com/mundo/estados-unidos/2026/04/30/donald-trump-maria-corina-machado-dijo-que-no-se-merecia-el-nobel/3519618?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó"">Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó</a></h2>                </div>            </article>        </div><p><br /></p>","<p>La opositora venezolana <strong>María Corina Machado</strong> <strong>pidió</strong> este jueves la liberación de todos los <strong>presos políticos</strong> en <strong>Irán</strong> y de la <strong>Nobel de la paz</strong> iraní Narges <strong>Mohammadi</strong>, cuya vida pende de un hilo tras empeorar su salud en la cárcel.</p><p>Solidarizándose con otra ganadora del <strong>Nobel de la paz</strong>, <strong>Machado</strong> <strong>denunció</strong> que <strong>Mohammadi</strong> ""está en peligro después de meses sin atención médica adecuada bajo la brutal represión del régimen iraní"".</p><p>""El <strong>mundo libre</strong> <strong>no puede</strong> seguir observando en silencio. Cada día de indiferencia fortalece a quienes encarcelan, torturan y persiguen a los defensores de la libertad y la dignidad humana"", dijo <strong>Machado</strong> en un mensaje en su cuenta de X.</p><ul>    <li>Por ello, <strong>Machado</strong> <strong>pidió</strong> la ""<strong>acción inmediata</strong> de la comunidad internacional, presión real contra el régimen iraní y la liberación de todos los <strong>presos políticos</strong> en <strong>Irán</strong>"".</li></ul><p>""Defender a Narges es defender los valores de la libertad y los <strong>derechos humanos</strong> en todo el mundo"", zanjó.</p><h2>Detención de&nbsp;<strong>Mohammadi</strong></h2><p><strong>Mohammadi</strong>, galardonada con el <strong>Premio Nobel</strong> de la Paz en 2023, fue detenida otra vez en diciembre pasado y condenada a siete años y medio de prisión, en una nueva sentencia contra la activista.</p><p>Esta semana se conoció que la iraní se encuentra ""entre la vida y la muerte"" y precisa de tratamiento médico urgente después de que su estado de salud se haya <strong>degradado </strong>de forma <strong>importante</strong>.</p><p>Condenada a seis años de <strong>prisión </strong>por poner en peligro la seguridad nacional y a otro año y medio por actividades de propaganda, según las autoridades iraníes, <strong>Mohammadi</strong> ha perdido 20 kilos en prisión y tiene dificultades para expresarse, según su abogada, que exigió que sea tratada por un equipo médico competente.&nbsp;</p><div class=""w-full pt-2 float-left inside-related"">    <span class=""border-b border-black pb-3 mb-4 block""><strong>RELACIONADAS</strong></span>                <article class=""flex flex-wrap border-b pb-4 mb-3 inline-block"">                <div class=""xl:w-2/12 w-4/12"">                    <figure class=""mb-0"">                                                    <a href=""https://www.diariolibre.com/mundo/estados-unidos/2026/04/30/donald-trump-maria-corina-machado-dijo-que-no-se-merecia-el-nobel/3519618?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""                                                                                                                            "">                                                                <img alt=""Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó"" class=""object-cover"" height=""99"" src=""https://resources.diariolibre.com/images/2026/04/30/donald-trump-maria-corina-machado-dijo-que-no-se-merecia-el-nobel-6c25aebe-focus-min0.19-0.2-149-99.jpg"" title=""Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó"" width=""149"" />                                                            </a>                                            </figure>                </div>                <div class=""xl:w-10/12 w-8/12 pl-3"">                    <div class=""text-md mb-2 meta"">                        <a href=""https://www.diariolibre.com/mundo/estados-unidos"" title=""Estados Unidos"">Estados Unidos</a>                    </div>                    <h2><a href=""https://www.diariolibre.com/mundo/estados-unidos/2026/04/30/donald-trump-maria-corina-machado-dijo-que-no-se-merecia-el-nobel/3519618?utm_source=relacionadas&amp;utm_medium=nota&amp;utm_campaign=relacionadas"" title=""Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó"">Trump dice que María Corina Machado que ella no se merecía el Nobel cuando se lo entregó</a></h2>                </div>            </article>        </div><p><br /></p>"
